IDRSSD	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	field48
77253	14824000	0	930000	62197000	0	108259000	0	0	0	0	128244000	0	1297000		14598000	51222000	3400000	107329000	126947000	0	0	0	0	0	8181000	22135000	8492000	901000	30316000	4959000	12384000	4218000	926000	25111000	22487000	0	0	17343000	0	TRUE							
77422	7248000	0	0	46591000	0	46591000	0	0	30377000	0	50948000	0	9000		22841000	660000	0	39000	901000	46552000	50038000	0	30377000	13247000	6586000	14855000	20288000	0	21189000	770000	270000	270000	0	18888000	1310000	252000	0	1040000	8357000	FALSE							
77851	506933000	0	7525000	81491000	0	122330000	0	0	48873000	0	1546761000	250000	226446000		172230000	624603000	41683000	114706000	1277091000	99000	42974000	8737000	42603000	42603000	52172000	165047000	76347000	13327000	215005000	15787000	71714000	20299000	533000	134663000	108333000	2609000	6269000	87501000	27585000	TRUE	17518000	30743000	147001000	368396000	354657000	78517000	
78157	15037000	0	1748000	30614000	0	35464000	0	0	0	0	29496000	0	1034000		2033000	7672000	510000	33716000	28462000	0	0	106000	0	0	1179000	3280000	970000	0	4459000	254000	1105000	0	0	3396000	1358000	0	0	1358000	0	TRUE							
78241	8600000	0	2009000	16791000	0	20852000	0	0	0	0	31775000	0	1559000		9569000	6819000	2997000	18843000	30216000	0	0	1529000	0	0	3816000	10209000	702000	0	14025000	0	1630000	0	0	5157000	1630000	497000	0	1630000	0	TRUE							
78559	8198000	0	1803000	22392000	0	36271000	0	0	0	0	28820000	0	319000		3419000	9997000	1244000	34468000	28501000	0	0	402000	0	0	1324000	3140000	2467000	527000	4464000	0	3166000	0	0	4039000	3166000	2002000	0	2866000	0	TRUE							
79042	3397000	0	416000	40572000	0	55515000	0	0	33524000	0	115900000	25000	86000		53474000	30117000	2731000	55093000	115789000	6000	0	785000	33524000	33524000	8363000	61595000	5710000	250000	69958000	0	4317000	2153000	0	22443000	6470000	0	0	4317000	0	TRUE							
79127	8762000	0	10380000	13171000	0	27163000	0	0	0	0	28110000	0	3620000		8729000	1778000	3139000	16783000	24490000	0	0	1190000	0	0	2309000	3573000	4244000	4493000	5882000	0	2104000	484000	363000	5890000	2951000	0	0	2104000	0	TRUE							
79145	47405000	0	2007000	26690000	0	37730000	0	0	5000	0	93984000	0	21347000		23895000	12647000	8501000	35723000	71395000	0	1242000	1858000	5000	5000	3333000	11113000	16243000	1775000	14446000	0	356000	1111000	0	8569000	1467000	0	0	356000	1237000	TRUE							
79257	2091000	0	2811000	4637000	0	7780000	0	0	0	0	15845000	0	43000		2170000	10666000	518000	4969000	15802000	0	0	518000	0	0	232000	737000	1431000	183000	969000	0	0	507000	0	411000	507000	0	0	0	0	TRUE							
79855	24511000	0	8001000	40440000	0	64020000	0	0	0	0	77124000	0	2818000		22556000	19458000	11739000	56019000	74306000	0	0	1305000	0	0	2503000	7626000	15710000	5938000	10129000	0	850000	277000	251000	9221000	1378000	0	0	850000	0	TRUE							
80150	188044000	0	3208000	21015000	0	25570000	0	0	0	0	296231000	0	46346000		32635000	49373000	12561000	22362000	249885000	0	0	0	0	0	10987000	21426000	9227000	3891000	32413000	4728000	7055000	1500000	0	12896000	13283000	0	0	11783000	0	TRUE							
80374	62727000	0	0	25397000	0	62168000	0	0	0	0	78810000	0	0		11723000	0	4391000	62168000	78810000	0	0	772000	0	0	5664000	5020000	4432000	0	9407000	404000	563000	0	0	3393000	967000	0	0	967000	0	TRUE							
80431	13402000	0	4428000	16305000	0	33108000	0	0	0	0	36426000	0	0		12850000	0	5227000	28680000	36426000	0	0	2017000	0	0	4299000	14746000	1980000	453000	19045000	615000	560000	371000	0	8628000	1546000	0	0	1175000	0	FALSE							
80552	5073000	0	741000	5068000	0	6388000	0	0	0	0	13893000	0	791000		4755000	3019000	1179000	5647000	13102000	0	0	308000	0	0	537000	3099000	1627000	220000	3594000	0	317000	0	0	729000	317000	0	0	317000	0	TRUE							
81175	21539000	0	4905000	64778000	0	104347000	0	0	0	0	183117000	0	5126000		27622000	76948000	10019000	97725000	177991000	1717000	0	5045000	0	0	12166000	22688000	27761000	3908000	34140000	2840000	6415000	8591000	261000	38901000	18107000	27577000	0	8955000	5965000	TRUE							
82033	7401000	0	24638000	48864000	0	76394000	0	0	0	0	72953000	0	14007000		12707000	37295000	2975000	51756000	58946000	0	0	838000	0	0	2189000	6599000	7917000	2169000	8788000	501000	503000	7878000	500000	6168000	9382000	0	0	1004000	0	FALSE							
82257	1738000	0	414000	7415000	0	12924000	0	0	0	0	16249000	0	2870000		2646000	9015000	2015000	12510000	13379000	0	0	1363000	0	0	1531000	1501000	449000	325000	2380000	1363000	328000	0	0	1160000	1690000	0	0	328000	0	TRUE							
82350	4293000	0	1576000	9866000	0	13945000	0	0	0	0	28138000	0	3802000		6836000	2705000	2772000	12369000	24336000	0	0	1201000	0	0	3708000	7547000	3142000	1157000	11096000	290000	5296000	0	0	8718000	5586000	0	0	5586000	0	TRUE							
82659	13449000	1000	7023000	25369000	0	37563000	0	0	626000	0	51974000	0	1441000		16080000	18223000	4667000	30539000	50533000	0	0	795000	626000	626000	3821000	6391000	6353000	3172000	10212000	0	565000	0	0	3657000	565000	626000	0	565000	0	TRUE							
83151	3719000	0	1852000	87543000	0	87543000	0	0	0	0	110354000	0	7812000		24936000	47405000	4970000	85691000	102542000	0	0	1634000	0	0	5199000	18306000	17956000	4412000	23505000	1901000	4304000	4563000	2589000	20937000	13357000	0	0	6205000	0	TRUE							
83236	13366000	0	103000	20309000	0	32849000	0	0	0	0	30153000	0	316000		3151000	11118000	1423000	32746000	29837000	0	0	600000	0	0	1299000	3855000	0	0	5124000	0	514000	0	0	2004000	514000	0	0	514000	0	FALSE							
83375	297213000	6000	56781000	149434000	0	245242000	0	0	0	0	525255000	0	8566000		48673000	115215000	13679000	188455000	516689000	0	0	3997000	0	0	15135000	56668000	13101000	3218000	71803000	3191000	19457000	1582000	476000	39448000	24706000	0	0	22648000	0	TRUE							
83638	363335000	0	36000	212488000	10188000	249558000	0	376000	618564000	0	5624085000	0	0		949755000	2920980000	54363000	239334000	5623709000	0	0	30865000	618564000	262530000	287108000	674839000	384109000	294920000	961947000	144266000	349356000	113855000	91317000	691222000	698794000	0	0	493622000	0	TRUE	8294000	29393000	2133690000	787290000	358481000	4854000	
83834	29490000	0	26122000	61992000	0	96885000	0	0	0	0	64179000	0	5433000		9268000	12429000	2649000	70574000	58496000	189000	250000	785000	0	0	6088000	9773000	2620000	0	15861000	806000	666000	2307000	0	9213000	3779000	0	0	1472000	0	FALSE							
83852	5537000	0	344000	4795000	0	7621000	0	0	0	0	22207000	0	833000		8162000	3387000	3063000	7277000	21374000	0	0	908000	0	0	1690000	4929000	4749000	907000	6619000	0	704000	304000	0	4113000	1008000	0	0	704000	0	TRUE							
83955	5871000	0	722000	10168000	0	18436000	0	0	0	0	36789000	0	1000		10030000	606000	2521000	17601000	36788000	113000	0	755000	0	0	4775000	8429000	7174000	5236000	13204000	558000	2215000	1023000	900000	15584000	4697000	0	0	2773000	2240000	FALSE							
84046	3559000	0	13872000	4705000	0	22612000	0	0	347000	0	18671000	0	39000		4356000	2511000	797000	8740000	18535000	0	97000	250000	347000	97000	2048000	5705000	4310000	276000	7753000	0	262000	0	0	7983000	262000	0	0	262000	5954000	TRUE							
84541	27136000	0	31159000	47837000	0	80836000	0	0	205000	0	679006000	0	84557000		58077000	429139000	20965000	49677000	594449000	0	0	7924000	205000	205000	19077000	71457000	20747000	7951000	89197000	23712000	47949000	29934000	1904000	61155000	103499000	205000	0	71661000	0	TRUE							
84804	34966000	0	6974000	19115000	0	19115000	0	0	0	0	43569000	0	13475000		4029000	0	0	12141000	30094000	0	0	0	0	0	1451000	3057000	1160000	0	4508000	2014000	922000	0	0	1639000	2936000	0	0	2936000	0	FALSE							
85052	35997000	0	28398000	14830000	0	44394000	0	0	27186000	0	139709000	0	49128000		29306000	26704000	816000	15996000	90581000	0	0	297000	27186000	4784000	2940000	15606000	17691000	18244000	18546000	6211000	4867000	10007000	1440000	25176000	22525000	0	0	11078000	0	FALSE							
85454	15391000	0	1765000	14407000	0	16702000	0	0	0	0	32131000	0	7510000		7756000	0	0	14937000	24621000	0	0	0	0	0	5333000	6444000	545000	0	11777000	687000	684000	3045000	0	4568000	4416000	0	0	1371000	0	FALSE							
85472	3894503000	0	168663000	415694000	0	756512000	0	0	604000	0	5459489000	0	1249431000		483835000	644452000	183307000	587849000	4198560000	0	11498000	52285000	604000	604000	86613000	279983000	347481000	73777000	366596000	14267000	56033000	50242000	12138000	304019000	132680000	25531000	0	70300000	11498000	TRUE	118825000	172581000	347932000	287849000	1887081000	820324000	
85931	38267000	0	8955000	46323000	0	67874000	0	0	0	0	127924000	0	35270000		19546000	41212000	8279000	58919000	92654000	0	0	2661000	0	0	4225000	10584000	17301000	6050000	14809000	4304000	1582000	3374000	1026000	18614000	10286000	0	0	5886000	0	TRUE							
86349	35612000	26000	39242000	64315000	0	118874000	0	0	0	0	116331000	0	696000		31583000	10269000	13471000	79606000	115635000	0	0	5519000	0	0	11652000	39266000	9729000	772000	50640000	2051000	4307000	1392000	1281000	29835000	9031000	103000	0	6358000	0	FALSE							
86554	9488000	0	2066000	22595000	0	23765000	0	0	0	0	38619000	0	4316000		15059000	0	2072000	21699000	34303000	0	0	500000	0	0	10629000	11626000	1040000	0	16474000	1843000	3993000	0	0	8236000	5836000	0	0	5836000	0	FALSE							
86675	298801000	0	0	48032000	0	48032000	0	0	0	0	669631000	0	0		183033000	29350000	84608000	48032000	669181000	0	450000	37709000	0	0	38273000	81247000	131467000	57370000	119519000	2111000	5980000	15148000	9886000	125323000	33125000	0	0	8091000	0	TRUE							
87047	22924000	0	11902000	17573000	0	43013000	0	0	0	0	73581000	0	1632000		22465000	969000	6588000	31111000	71949000	0	0	2402000	0	0	4057000	10089000	25403000	6205000	13903000	0	1370000	2564000	0	23289000	3934000	0	0	1369000	0	TRUE							
87159	30991000	5905000	9966000	29438000	0	43345000	0	0	0	0	84344000	0	12574000		17833000	2488000	5877000	27474000	71770000	0	0	2151000	0	0	9049000	12049000	8591000	0	18179000	5291000	10279000	5605000	0	11856000	21175000	751000	0	14586000	0	TRUE							
87234	53370000	0	8002000	47947000	0	156149000	0	0	14000000	0	260427000	0	28822000		55164000	27098000	25582000	148147000	231605000	0	0	11256000	14000000	14000000	21191000	36110000	39446000	12444000	57301000	18652000	38274000	11229000	2613000	54027000	70769000	0	0	56926000	0	FALSE							
87476	13060000	0	15053000	5687000	0	36167000	0	0	0	0	77071000	0	515000		23441000	16193000	6125000	21114000	76556000	0	0	1537000	0	0	5204000	15280000	21241000	927000	20484000	771000	555000	3839000	0	19211000	5165000	0	0	1326000	6634000	FALSE							
87579	90687000	0	0	16727000	0	28092000	0	0	38525000	0	287072000	0	10687000		65651000	22234000	29749000	28092000	276385000	0	0	16282000	38525000	31061000	37619000	61882000	43027000	7315000	93798000	7853000	7377000	8297000	779000	84194000	24306000	0	0	15230000	1243000	TRUE							
88231	15063000	39000	7212000	124632000	0	208525000	0	0	0	0	358053000	0	4303000		43945000	189476000	11793000	201274000	353750000	0	0	4240000	0	0	12741000	41838000	20488000	16970000	54579000	13719000	27391000	12357000	8009000	48092000	61476000	0	0	41110000	4033000	TRUE							
88240	9419000	0	2530000	6696000	0	17839000	0	0	0	0	35102000	0	3046000		7227000	8932000	1736000	15309000	32056000	0	0	194000	0	0	2107000	7168000	1907000	640000	9261000	330000	4074000	524000	0	4596000	4928000	0	0	4404000	0	TRUE							
88259	7548000	0	4450000	13794000	0	22218000	0	0	0	0	35785000	0	6515000		10178000	11487000	3065000	17768000	29270000	0	0	717000	0	0	2442000	6263000	4738000	634000	8524000	2019000	355000	300000	0	3899000	2674000	0	0	2374000	0	TRUE							
88352	14796000	0	328000	34506000	0	37380000	0	0	0	0	94452000	0	1527000		22918000	21608000	4722000	37052000	92925000	0	0	1844000	0	0	11464000	27123000	10519000	3134000	38587000	945000	2426000	1908000	530000	29321000	5809000	0	0	3370000	0	FALSE							
88455	8069000	3000	48484000	111059000	0	281091000	0	0	7057000	0	202864000	0	19487000		51207000	79971000	13740000	227922000	183377000	4682000	0	1312000	0	0	11583000	42438000	25321000	3462000	53775000	10793000	12111000	9116000	0	31597000	32020000	50889000	7057000	22903000	0	FALSE							
88950	7558000	0	680000	19597000	0	25313000	0	0	0	0	50459000	0	4220000		4828000	21971000	1732000	24633000	35715000	0	10524000	707000	0	0	2339000	7854000	7369000	0	10193000	1500000	1289000	580000	0	12733000	3369000	0	0	2789000	10099000	TRUE							
89032	18919000	0	34818000	31159000	0	71683000	0	0	0	0	66611000	0	605000		17204000	4469000	7850000	36865000	66006000	0	0	3579000	0	0	4876000	16265000	11842000	1811000	21141000	1753000	2865000	2418000	1393000	17590000	8429000	0	0	4618000	0	TRUE							
89135	8543000	0	474000	16268000	0	21880000	0	0	0	0	38445000	0	4405000		9802000	5438000	1381000	21406000	34040000	0	0	509000	0	0	4612000	7948000	4509000	1540000	12560000	0	4835000	668000	353000	8807000	5856000	0	0	4835000	0	TRUE							
89854	0	0	2538000	24741000	0	46860000	0	0	2035000	0	59616000	0	7321000		13038000	28341000	2640000	44322000	52050000	0	245000	734000	0	0	5403000	7253000	7179000	987000	12656000	259000	7206000	2988000	0	7784000	10453000	0	2035000	7465000	0	TRUE							
89957	5302000	10000	5815000	18668000	0	27550000	0	0	13395000	0	62043000	0	1631000		19778000	20522000	1773000	21725000	59565000	0	847000	406000	13395000	4033000	5009000	9013000	13510000	4952000	13503000	582000	716000	1669000	768000	12706000	3735000	0	0	1298000	0	TRUE							
90047	5398000	0	878000	5975000	0	10877000	0	0	498000	0	19907000	0	996000		5568000	1424000	2601000	9999000	18911000	0	0	951000	498000	249000	673000	4154000	6958000	1000	4795000	0	674000	625000	0	6218000	1299000	0	0	674000	0	TRUE							
90177	30138000	11000	389000	18314000	0	24197000	0	0	0	0	164236000	0	1101000		32285000	3065000	24438000	23797000	163135000	0	0	11237000	0	0	8881000	23827000	46418000	23655000	32708000	1510000	8532000	10566000	7643000	70496000	28251000	0	0	10042000	0	TRUE							
90328	312504000	0	2492000	37335000	0	49853000	0	0	1433000	0	550052000	0	23638000		88219000	52638000	44327000	47361000	526414000	0	0	13683000	0	0	14392000	38987000	71952000	24740000	53379000	3479000	7984000	20082000	3295000	61852000	34840000	0	1433000	11463000	0	TRUE							
90337	92689000	0	7183000	95987000	0	180410000	0	0	0	0	260523000	0	12534000		54978000	41799000	11120000	173227000	247241000	0	748000	2883000	0	0	28420000	44353000	22903000	7819000	72773000	6606000	12637000	2505000	792000	48516000	22541000	0	0	19243000	498000	TRUE							
90579	66382000	0	0	44814000	0	138646000	0	0	0	0	237827000	0	5117000		41819000	93560000	22940000	138646000	232701000	0	9000	8393000	0	0	14455000	20095000	18365000	17828000	34550000	1309000	1444000	1448000	2941000	28924000	7142000	10797000	0	2753000	0	FALSE							
91615	38377000	0	2375000	18004000	0	23003000	0	0	0	0	72255000	0	8285000		15354000	9385000	8339000	20628000	63970000	0	0	0	0	0	3170000	4769000	9237000	4561000	7939000	1034000	702000	764000	254000	6385000	2754000	0	0	1736000	0	TRUE							
91754	73370000	0	72059000	65030000	0	167145000	0	0	0	0	427642000	0	40626000		52902000	75235000	45556000	94871000	387016000	215000	0	0	0	0	42395000	111926000	29848000	4857000	154321000	28351000	51227000	10122000	311000	136124000	90011000	0	0	79578000	0	TRUE							
91950	12737000	0	1055000	7469000	0	16715000	0	0	0	0	22866000	0	2089000		6911000	0	1749000	15660000	20777000	0	0	0	0	0	3303000	2873000	2255000	697000	6176000	1000000	0	0	0	2218000	1000000	0	0	1000000	0	TRUE							
92144	7682000	0	460000	7359000	0	8764000	0	0	0	0	27904000	0	629000		2885000	10547000	3561000	8303000	27275000	1000	0	1423000	0	0	1667000	4750000	3257000	0	6417000	0	0	0	0	6790000	0	0	0	0	0	FALSE							
92676	218149000	0	2948000	21637000	0	33194000	0	0	0	0	400312000	0	19743000		39372000	87385000	13837000	29942000	380569000	304000	0	2869000	0	0	16179000	35045000	14417000	1961000	51224000	4402000	16771000	5731000	272000	28230000	27176000	4166000	0	21173000	0	TRUE							
92706	75232000	0	3864000	48340000	0	87466000	0	0	0	0	155721000	0	6132000		29792000	11566000	13783000	83602000	149589000	0	0	4536000	0	0	8333000	28556000	13903000	4026000	36852000	4406000	6823000	2875000	0	25027000	14104000	0	0	11229000	0	TRUE							
92902	14214000	0	1244000	7024000	0	7024000	0	0	0	0	15017000	0	4931000		574000	0	1161000	5780000	10086000	0	0	0	0	0	250000	263000	157000	133000	513000	0	0	0	0	229000	0	0	0	0	0	TRUE							
93244	58655000	0	2726000	61009000	0	64973000	0	0	4070000	0	123313000	0	1577000		24876000	13529000	10240000	62247000	121736000	0	0	2866000	0	0	4237000	14833000	13175000	4356000	19069000	1000000	4047000	6548000	2933000	11725000	14528000	0	2000000	5047000	0	FALSE							
93543	125453000	29000	2885000	12668000	0	29953000	0	0	32048000	0	310307000	0	39456000		74300000	55321000	11361000	26634000	268557000	405000	2294000	2865000	32048000	16313000	17036000	45216000	35037000	6416000	62252000	8743000	16187000	898000	0	29405000	25828000	31759000	0	24930000	0	TRUE							
93619	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE							
94139	62601000	0	42611000	18354000	0	72684000	0	0	0	0	414570000	0	70260000		29382000	269558000	10129000	27953000	344310000	2120000	0	3575000	0	0	10566000	34989000	17656000	3853000	45555000	5665000	7790000	1380000	513000	37682000	15348000	8539000	0	13455000	7839000	FALSE							
94522	64474000	0	25911000	18483000	0	31883000	0	0	0	0	594761000	0	52802000		72820000	396490000	21783000	5972000	541959000	0	0	5103000	0	0	11570000	36357000	30060000	19701000	47927000	1270000	21008000	10251000	3580000	24869000	36109000	0	0	22278000	0	TRUE							
94755	28477000	0	15456000	30671000	0	76793000	0	0	0	0	85061000	0	4598000		26651000	962000	11501000	60110000	80463000	1227000	0	6698000	0	0	5830000	19074000	12210000	7742000	18728000	1723000	4357000	1871000	2816000	18204000	10767000	0	0	3440000	0	TRUE							
94858	17765000	0	7373000	29143000	0	51181000	0	0	0	0	73458000	0	7350000	0	21748000	20237000	4492000	43808000	66108000	0	0	882000	0	0	6826000	14971000	6874000	2814000	19617000	307000	2072000	1307000	285000	9737000	3971000	1866000	0	2379000	1866000	TRUE							
95051	18972000	0	415000	11595000	0	20901000	0	0	1245000	0	50590000	0	2393000		9358000	8725000	2711000	20486000	45212000	0	2985000	430000	1245000	248000	3504000	6415000	7316000	2437000	9919000	525000	276000	2031000	389000	10314000	3221000	0	0	801000	1740000	TRUE							
95677	11442000	0	0	9468000	0	9468000	0	0	2500000	0	53202000	0	0		14986000	5612000	5416000	9468000	53202000	0	0	2415000	2500000	2500000	2370000	11505000	13922000	2352000	11375000	258000	2637000	2811000	292000	15163000	5998000	0	0	2895000	0	TRUE							
96553	3140000	1000	534000	10368000	0	11874000	0	0	8037000	0	49824000	0	4790000		7099000	10610000	3458000	11308000	42298000	31000	2736000	2026000	2429000	0	3731000	7320000	5044000	9661000	11051000	1272000	2304000	278000	6464000	18657000	10318000	1170000	0	3575000	9606000	FALSE							
