IDRSSD	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	field48
114859	9204000	0	723000	7317000	0	17208000	0	0	0	0	33330000	0	5557000		7902000	11587000	3013000	16449000	27773000	36000	0	0	0	0	1905000	6095000	3459000	102000	8000000	492000	0	486000	0	3659000	978000	0	0	492000	0	FALSE							
115146	14631000	0	3401000	15440000	0	32040000	0	0	0	0	59298000	0	5439000		19074000	18671000	11446000	28639000	53859000	0	0	3020000	0	0	13642000	6174000	4076000	1123000	16565000	0	462000	262000	258000	5941000	981000	0	0	462000	0	TRUE							
115575	135648000	0	3018000	72459000	0	203094000	0	0	0	0	511835000	0	2198000		104320000	133901000	30575000	200076000	509637000	0	0	11060000	0	0	43576000	111677000	34318000	2500000	155253000	12348000	30534000	6659000	672000	87752000	50213000	0	0	42882000	0	TRUE							
116358	20389000	0	2382000	15114000	0	24942000	0	0	0	0	30385000	0	1043000		5425000	673000	3955000	22560000	29342000	0	0	1012000	0	0	716000	4888000	2391000	1328000	5604000	0	0	0	0	3898000	0	0	0	0	0	TRUE							
116554	3168000	0	129000	4672000	0	4722000	0	0	0	0	3630000	0	5000		261000	0	0	4593000	3625000	0	0	0	0	0	138000	325000	0	0	463000	0	0	0	0	201000	0	0	0	0	0	FALSE							
116741	6786000	0	9457000	22640000	0	50444000	0	0	0	0	85428000	0	5310000		17915000	46394000	6464000	40987000	80118000	0	0	0	0	0	5000000	12685000	7002000	1280000	17531000	0	6012000	269000	0	8052000	6281000	0	0	6012000	0	TRUE							
117038	16197000	0	8252000	23928000	0	41084000	0	0	0	0	95634000	0	13228000		20603000	27102000	10034000	32832000	82406000	0	0	3893000	0	0	3348000	16734000	17232000	5484000	20082000	697000	1345000	2912000	4582000	22195000	9537000	0	0	2042000	0	TRUE							
117074	60014000	0	5000	19268000	0	44808000	0	0	0	0	208375000	0	851000		56538000	32692000	15369000	44803000	207524000	0	0	6081000	0	0	14660000	43503000	29524000	4084000	58163000	6108000	7580000	7708000	2502000	35233000	23898000	0	0	13688000	0	TRUE							
117458	31707000	0	47381000	81786000	0	261382000	0	0	41058000	0	258076000	0	27696000		50848000	116303000	11740000	214001000	206279000	0	24101000	2672000	0	0	15202000	31457000	23517000	11342000	46659000	3362000	15635000	8276000	1275000	30670000	28548000	0	0	17747000	0	FALSE							
117775	3759000	0	856000	7268000	0	21133000	0	0	0	0	61742000	0	1815000		23196000	7863000	8138000	20277000	59927000	0	0	2343000	0	0	4869000	8790000	21721000	6260000	13659000	1297000	1976000	4380000	828000	18443000	8480000	0	0	3272000	0	FALSE							
118156	24085000	0	21083000	54022000	0	145051000	0	0	27998000	0	249511000	0	20320000		40905000	117953000	13079000	123968000	226729000	0	2462000	4078000	27998000	22000000	31179000	43991000	24859000	2691000	75169000	255000	3131000	841000	527000	61814000	4753000	42503000	0	3385000	0	TRUE							
118660	11843000	0	4000	928000	0	9985000	0	0	0	0	121502000	0	0		29724000	0	20594000	9974000	108834000	7000	12668000	10483000	0	0	8018000	30254000	37529000	12855000	38272000	2658000	5194000	11021000	2130000	58932000	21003000	0	0	7852000	12668000	TRUE							
118736	14767000	0	25717000	47258000	0	102379000	0	0	0	0	114072000	0	29898000		26869000	37518000	10485000	76662000	84174000	0	0	3618000	0	0	7046000	24850000	11462000	4141000	31780000	2501000	10053000	1194000	539000	20630000	14287000	0	0	12554000	0	TRUE							
119153	152024000	0	6279000	14998000	0	21854000	0	0	0	0	286085000	0	58179000		14386000	101738000	3670000	15545000	227906000	30000	0	486000	0	0	6749000	13708000	6323000	529000	20457000	1287000	2102000	1229000	396000	12923000	5014000	3313000	0	3389000	0	FALSE							
119528	255652000	0	12923000	70268000	0	70277000	0	0	0	0	707372000	0	156494000		94509000	227445000	28619000	57345000	550878000	9000	0	9266000	0	0	13145000	33014000	48372000	60523000	46159000	6713000	19016000	21449000	22043000	60545000	69221000	0	0	25729000	6667000	TRUE							
119779	289988000	0	8666000	68474000	0	101561000	0	0	10055000	0	731323000	0	90886000		43883000	291184000	14087000	92895000	640437000	0	0	4649000	0	0	7806000	42354000	22446000	2592000	50160000	11490000	47734000	14722000	1007000	31316000	74953000	0	0	59224000	0	TRUE							
119872	50848000	0	15000	83076000	0	139550000	0	0	10050000	0	174775000	0	6000		30421000	58928000	6979000	139535000	174769000	0	0	2184000	10050000	10050000	6424000	17374000	24040000	2178000	23797000	1168000	8335000	5481000	0	19594000	14984000	0	0	9503000	0	TRUE							
120476	1607000	0	0	2601000	0	6041000	0	0	0	0	40939000	0	0		12899000	9215000	4228000	6041000	40939000	0	0	1513000	0	0	4671000	12020000	4438000	1100000	16535000	1007000	2637000	2835000	1408000	9331000	7887000	0	0	3644000	0	TRUE							
120542	30558000	0	12501000	58111000	0	95844000	0	0	6411000	0	149120000	0	11603000		32946000	50350000	15253000	83343000	137517000	0	0	5776000	0	0	9392000	21185000	10440000	9062000	30309000	1812000	6698000	5046000	4577000	17133000	18133000	0	0	8509000	0	TRUE							
120609	386848000	5000	23654000	55038000	0	64729000	0	0	24862000	0	895644000	0	21573000		199382000	97893000	74454000	41070000	848895000	0	25176000	28861000	24862000	0	71813000	152894000	101677000	25717000	223512000	11985000	28867000	17305000	645000	152720000	58802000	0	0	40542000	0	FALSE							
120953	39731000	0	9056000	41449000	0	77420000	0	0	0	0	113406000	0	7648000		40698000	7786000	11077000	68364000	105758000	0	0	0	0	0	8488000	23172000	22174000	4110000	31659000	2963000	2724000	1708000	551000	17245000	7946000	0	0	5687000	0	FALSE							
121642	216351000	0	65450000	376791000	0	496586000	0	0	0	0	2096243000	0	394121000		159074000	1494205000	47746000	429667000	1699808000	1469000	2314000	13709000	0	0	55901000	133016000	83590000	12575000	188917000	18097000	48680000	33307000	521000	126008000	100605000	130648000	0	66777000	0	TRUE	62797000	43269000	657155000	465166000	216351000	0	
121651	21307000	0	55988000	17443000	0	73682000	0	0	105118000	0	162153000	0	17179000		11919000	1419000	5527000	17694000	141611000	0	3363000	2197000	105118000	23625000	27621000	8793000	8033000	81409000	36414000	5000000	6528000	2044000	0	113936000	13572000	0	0	11528000	3363000	FALSE							
121914	47829000	0	16657000	21364000	0	90790000	0	0	0	0	194622000	0	4304000		77870000	6332000	39309000	74133000	190318000	0	0	17857000	0	0	9709000	36898000	48615000	32685000	46605000	0	2762000	4627000	5164000	50038000	12553000	0	0	2762000	0	FALSE							
122153	8290000	259000	22650000	13360000	0	41118000	0	0	0	0	16527000	300000	1649000		5489000	0	1567000	18209000	14578000	0	0	0	0	0	2794000	3950000	367000	0	6744000	265000	861000	0	0	1622000	1126000	0	0	1126000	0	FALSE							
122546	12890000	0	4124000	14257000	0	14257000	0	0	2000000	0	31325000	0	1551000		7782000	2526000	1308000	10133000	29774000	0	0	179000	0	0	542000	2196000	6530000	4089000	2738000	253000	2000000	300000	0	5574000	2553000	0	0	2253000	0	FALSE							
122854	4920519000	0	92549000	547282000	0	1218514000	0	0	755657000	0	10326907000	0	1104017000		445869000	3518820000	120047000	1125965000	9222416000	0	474000	39634000	729616000	689455000	234249000	641795000	166644000	19169000	876044000	244162000	420471000	153687000	7391000	615988000	825711000	193670000	26040000	664633000	0	TRUE	323881000	588574000	0	3376443000	563266000	4354563000	
123075	8518000	0	509000	2787000	0	14827000	0	0	0	0	33315000	0	93000		11635000	10525000	6643000	14318000	33222000	0	0	1943000	0	0	1015000	3523000	3696000	4792000	4538000	0	0	437000	810000	1391000	1247000	0	0	0	0	TRUE							
123374	14624000	0	7526000	2419000	0	22026000	0	0	0	0	33771000	0	4032000		8380000	1373000	3505000	14500000	29739000	0	0	1634000	0	0	1173000	11855000	213000	0	13028000	1204000	3328000	0	0	4862000	4532000	0	0	4532000	0	FALSE							
124344	19792000	0	4970000	92079000	0	92947000	0	0	25918000	0	262514000	0	11173000		49176000	124434000	11079000	87977000	249108000	0	2233000	2333000	1403000	1403000	31524000	19257000	22621000	5180000	50519000	30166000	4759000	4176000	605000	29406000	39706000	25603000	24515000	24925000	0	TRUE							
124830	16437000	0	443000	27406000	0	33226000	0	0	0	0	55518000	0	5639000		10320000	8905000	4831000	32783000	49756000	0	123000	1956000	0	0	6316000	18659000	2808000	34000	24975000	800000	1559000	0	0	17497000	2359000	0	0	2359000	0	TRUE							
125154	95869000	2000	0	14866000	0	186841000	0	0	0	0	121781000	0	0		10765000	7707000	5277000	186839000	121781000	0	0	1381000	0	0	2989000	5869000	5645000	674000	8858000	301000	2427000	300000	0	4412000	3028000	0	0	2728000	0	TRUE							
125471	2383884000	22000	136432000	1711789000	0	1711789000	0	0	1043077000	0	19356592000	0	1563393000		1243512000	14393120000	1050582000	1575335000	17793199000	0	0	97673000	1018659000	1018659000	328576000	1274410000	403907000	118095000	1602986000	79315000	344865000	27922000	2497000	881477000	454599000	82629000	10973000	424179000	11511000	TRUE	83919000	252479000	5994939000	6845628000	2026312000	277569000	
125855	615939000	450000	24320000	42432000	0	66903000	0	0	2159000	0	789731000	0	161926000		36940000	84446000	10141000	42133000	627555000	0	250000	3098000	0	0	16069000	40973000	5929000	83000	57042000	10642000	13753000	779000	1120000	26112000	26294000	2159000	2159000	24395000	0	FALSE							
125873	10549000	0	20939000	55835000	0	55835000	0	0	0	0	47468000	0	0		9396000	21396000	7146000	34896000	47468000	0	0	2249000	0	0	2334000	5014000	3641000	2658000	7348000	0	290000	1586000	0	4252000	1876000	0	0	290000	0	TRUE							
125958	2339000	0	341000	3083000	0	7996000	0	0	0	0	10313000	0	663000		4416000	636000	714000	7655000	9650000	0	0	0	0	0	1280000	4547000	804000	18000	5827000	412000	277000	0	0	2233000	689000	0	0	689000	0	FALSE							
126012	135566000	0	12547000	13091000	0	28752000	0	0	36520000	0	281562000	0	56973000		20551000	62359000	4126000	15959000	224589000	246000	0	546000	21866000	21866000	25899000	19441000	9608000	84000	45340000	19182000	9126000	298000	0	34481000	28606000	802000	14654000	28308000	0	TRUE							
126049	7645000	0	2166000	22300000	0	29187000	0	0	0	0	51644000	0	1142000		12082000	13372000	3213000	27013000	50502000	8000	0	1518000	0	0	3357000	8515000	9872000	36000	11665000	1059000	3517000	4271000	0	9698000	8847000	0	0	4576000	0	TRUE							
126375	39827000	0	0	10489000	0	35345000	0	0	0	0	134993000	0	0		36832000	3775000	28976000	35345000	134993000	0	0	16032000	0	0	11263000	16525000	24109000	17189000	27788000	1075000	1771000	12567000	6892000	32254000	22305000	0	0	2846000	0	FALSE							
126553	59489000	21000	4797000	96665000	0	129936000	0	0	0	0	116744000	0	1347000		16956000	33438000	4508000	125118000	115397000	0	0	658000	0	0	3678000	12603000	4188000	1385000	12105000	0	1031000	933000	0	4898000	1964000	0	0	1031000	0	TRUE							
126740	224490000	2000	6402000	23369000	0	40138000	0	0	249000	0	395595000	0	30719000		84279000	49984000	26130000	33734000	364876000	0	0	1598000	249000	0	15566000	35680000	57875000	5801000	51041000	315000	2236000	3101000	546000	30642000	6198000	0	0	2550000	0	TRUE							
126834	52804000	0	18547000	78705000	0	156832000	0	0	0	0	340266000	0	3837000		91010000	30379000	38725000	138285000	336429000	0	0	15763000	0	0	31252000	100191000	24072000	17275000	127667000	5183000	71786000	3308000	4016000	81780000	84293000	0	0	76687000	0	TRUE							
127055	8499000	0	273000	18136000	0	26661000	0	0	12906000	0	64529000	0	25212000		6418000	17700000	3058000	26298000	39317000	90000	0	896000	12906000	12906000	16767000	8045000	4751000	1305000	24810000	0	2211000	2492000	2757000	24452000	7460000	6872000	0	2211000	0	TRUE							
127224	42256000	0	7312000	70784000	0	105146000	0	0	0	0	133239000	0	6067000		36992000	32308000	18456000	97834000	126898000	0	274000	6148000	0	0	5044000	18332000	16831000	12238000	23230000	600000	563000	3010000	2058000	15453000	6231000	0	0	1163000	0	FALSE							
128258	9203000	0	1504000	12271000	0	14195000	0	0	0	0	21898000	0	8071000		2891000	7704000	2184000	12691000	13827000	0	0	0	0	0	747000	1550000	791000	403000	2297000	0	1500000	0	0	600000	1500000	0	0	1500000	0	TRUE							
128904	997288000	0	425894000	691616000	0	691616000	0	0	0	0	8776319000	0	218779000		183647000	7369607000	95440000	230338000	8489010000	35384000	68530000	9935000	0	0	90171000	133713000	31873000	9822000	223884000	91644000	51182000	410000	608000	81932000	143844000	283489000	0	142826000	0	TRUE	51987000	44852000	3397334000	3972272000	866218000	131070000	
129349	44519000	0	4692000	37009000	0	49849000	0	0	0	0	115724000	0	7309000		22359000	28180000	14485000	45157000	108415000	0	0	6263000	0	0	3487000	7734000	11661000	8020000	11221000	594000	3209000	4087000	4233000	8542000	12123000	0	0	3504000	0	FALSE							
129358	95000	0	0	5765000	0	5765000	0	0	13486000	0	72808000	0	633000		15213000	28405000	2999000	5765000	68458000	0	3717000	1348000	13486000	7649000	5314000	12440000	11061000	2656000	17216000	802000	3710000	6188000	2137000	16258000	12837000	0	0	4512000	3966000	TRUE							
129479	49559000	0	2446000	177886000	0	202219000	0	0	0	0	174997000	0	0		10759000	103663000	2369000	199773000	174997000	0	0	160000	0	0	1942000	8353000	4157000	721000	10295000	0	5416000	552000	633000	4414000	6601000	0	0	5416000	0	TRUE							
129732	581268000	3000	101203000	468856000	0	541118000	0	0	70000000	0	3525425000	0	91247000		572887000	1679083000	103349000	439667000	3408191000	245000	25987000	30669000	70000000	70000000	129929000	862644000	61828000	7027000	992572000	17485000	169115000	11801000	5245000	488541000	203646000	15064000	0	186600000	25005000	TRUE	65933000	13551000	954956000	724127000	551354000	29914000	
129853	8733000	0	28169000	20679000	0	67446000	0	0	0	0	103780000	0	30821000		21399000	6274000	5222000	39277000	51912000	0	21047000	2316000	0	0	11743000	45732000	18743000	3395000	57335000	304000	5171000	3381000	304000	58214000	9160000	11552000	0	5475000	21047000	FALSE							
129910	37229000	0	24636000	82625000	0	158323000	0	0	10961000	0	186570000	0	7423000		40137000	30847000	15215000	133687000	168186000	0	10961000	6800000	0	0	14316000	48927000	19147000	4697000	63243000	6073000	19187000	5244000	901000	46950000	31405000	0	8672000	25260000	0	TRUE							
130345	65029000	0	9717000	96790000	0	156683000	0	0	2100000	0	177767000	0	32846000		11384000	75499000	9223000	146966000	144921000	0	0	2304000	2100000	750000	4355000	10896000	7893000	5219000	15251000	5315000	639000	257000	2665000	16979000	8876000	2100000	0	5954000	0	TRUE							
130541	2057414000	0	112349000	266570000	0	466500000	0	0	72354000	0	3504174000	0	925614000		325409000	479524000	119691000	354151000	2578560000	0	0	34497000	2914000	1797000	74937000	246007000	157542000	48535000	320944000	113516000	226413000	79761000	20525000	201612000	440215000	0	0	339928000	9763000	TRUE	62746000	65495000	175339000	167461000	926950000	600760000	
130813	31164000	0	29974000	101268000	0	101268000	0	0	47319000	0	202767000	0	29590000		41268000	59059000	3295000	71294000	169536000	0	3641000	654000	47319000	47319000	24877000	65564000	9156000	329000	90441000	534000	5679000	4137000	2268000	58658000	12618000	47081000	0	5679000	0	FALSE							
131034	23801000	0	15918000	89191000	0	164267000	0	0	0	0	139203000	0	13257000		13062000	52667000	5095000	148349000	125701000	0	245000	3116000	0	0	3956000	21661000	6564000	5825000	25617000	4253000	3629000	10542000	6304000	24945000	24728000	8940000	0	7881000	0	TRUE							
131173	255001000	0	45126000	116019000	0	131129000	0	0	61596000	0	673368000	0	56479000		80005000	185615000	25163000	86003000	603183000	0	13706000	9790000	0	0	16587000	54997000	75150000	3084000	65600000	12613000	52252000	18069000	0	69813000	82934000	104669000	51566000	64865000	8799000	TRUE							
131436	48189000	0	28900000	128250000	0	193594000	0	0	0	0	168038000	0	26614000		13067000	74649000	7224000	164694000	141424000	0	0	3137000	0	0	14653000	15848000	5090000	2283000	30501000	1529000	5797000	0	0	24807000	7327000	25654000	0	7326000	0	FALSE							
131650	3716987000	0	145532000	844879000	0	844879000	0	0	526663000	0	9466898000	0	976127000		1028116000	3774025000	162712000	697422000	8490771000	1925000	0	40662000	526663000	526663000	395640000	816480000	233389000	30509000	1211789000	92621000	239356000	156585000	11306000	447902000	499868000	474407000	0	331977000	0	TRUE	135799000	173369000	1949405000	1542759000	1606459000	1665728000	
131717	4562000	0	4045000	12703000	0	22782000	0	0	0	0	19120000	0	171000		6527000	227000	2352000	18541000	18949000	196000	0	954000	0	0	2744000	6487000	3914000	299000	9231000	0	600000	287000	0	6917000	887000	0	0	600000	0	TRUE							
131940	7328000	0	283000	9338000	0	9411000	0	0	7498000	0	61005000	0	4229000		17364000	16411000	4028000	9128000	50020000	0	6756000	1196000	6498000	4263000	2369000	14203000	14556000	2926000	16572000	1000000	1314000	603000	295000	16690000	3212000	0	1000000	2314000	1976000	TRUE							
132107	286326000	0	14364000	49873000	0	69031000	0	0	215430000	0	816109000	0	101247000		55632000	342545000	21992000	52704000	709220000	1963000	5642000	5179000	206005000	205934000	85021000	46967000	35111000	1451000	128924000	1018000	7355000	8449000	1866000	112918000	18688000	164104000	9425000	8373000	497000	TRUE							
132451	16465000	0	852000	45318000	0	53062000	0	0	0	0	44684000	0	7713000		7654000	9559000	1879000	52210000	36971000	0	0	539000	0	0	2291000	5244000	3144000	483000	7535000	0	7498000	0	0	3508000	7498000	0	0	7498000	0	TRUE							
132554	111614000	0	41086000	385440000	0	468933000	0	0	114097000	0	647089000	0	53641000		279554000	153215000	35097000	427847000	593448000	0	0	9756000	114097000	114097000	71220000	171764000	107096000	20540000	242984000	2717000	5915000	2112000	896000	91066000	11640000	0	0	8632000	0	TRUE	156709000	199518000	85918000	67297000	95720000	15814000	
132778	15630000	0	9392000	27265000	0	30475000	0	0	0	0	30159000	0	987000		5274000	6038000	1182000	21083000	29172000	0	0	108000	0	0	924000	3101000	3541000	644000	4025000	0	0	282000	0	2936000	282000	0	0	0	0	FALSE							
132938	23502000	0	3631000	48783000	0	48783000	0	0	0	0	39369000	0	2397000		6798000	5257000	4744000	45152000	36972000	0	0	651000	0	0	3993000	4230000	985000	131000	7568000	755000	264000	252000	0	2541000	1271000	0	0	1019000	0	TRUE							
133579	44068000	0	0	56263000	0	113273000	0	0	3045000	0	191265000	0	0		45359000	60426000	23514000	113273000	191215000	0	50000	9155000	3045000	3045000	7395000	32295000	27226000	7837000	39661000	2772000	4055000	4370000	821000	29394000	12018000	0	0	6827000	0	FALSE							
133850	101632000	0	0	4774000	0	4817000	0	0	11727000	0	1467854000	9059000	269105000		163971000	826172000	52587000	4817000	1171131000	0	18559000	19235000	4109000	2727000	68078000	188515000	63058000	5281000	256289000	36593000	140407000	33041000	5077000	160961000	215118000	6883000	0	177000000	10604000	TRUE	2440000	42000	752089000	74083000	99100000	2532000	
133971	37502000	3000	209000	13816000	0	13816000	0	0	4245000	0	372454000	0	12218000		91457000	142348000	39315000	13604000	359716000	0	520000	16792000	0	0	21564000	101040000	39996000	961000	122604000	7402000	13674000	5239000	2726000	72105000	29042000	0	4245000	21076000	0	TRUE							
134156	12181000	117000	3735000	13127000	0	24360000	0	0	17528000	0	72084000	270000	19549000		14671000	12414000	4246000	20508000	52265000	0	0	101000	12247000	2038000	3133000	14563000	12530000	5250000	17696000	2999000	2485000	3159000	3370000	20805000	12013000	0	2096000	5484000	5909000	FALSE							
134437	51499000	0	14005000	32945000	0	61989000	0	0	0	0	736898000	0	127887000		58996000	454803000	19786000	47927000	608910000	57000	101000	6479000	0	0	11336000	35559000	29457000	26404000	46747000	2484000	25802000	38288000	61265000	43761000	127839000	0	0	28286000	0	FALSE							
134455	9604000	0	3863000	23539000	0	30779000	0	0	2063000	0	85236000	0	9213000		13974000	27268000	5420000	26916000	76023000	0	0	2148000	2063000	1063000	7496000	18065000	5339000	0	25561000	4574000	11508000	1381000	0	16925000	17464000	0	0	16082000	0	TRUE							
134848	37483000	0	1137000	62328000	0	63536000	0	0	0	0	142794000	0	13912000		38081000	50948000	10915000	62399000	128882000	0	0	1860000	0	0	15747000	19043000	13245000	1144000	34790000	1092000	2046000	1531000	516000	11097000	5185000	0	0	3138000	0	TRUE							
135836	26165000	0	3288000	38706000	0	45401000	0	0	0	0	78835000	0	5304000		14005000	12325000	4018000	42113000	73531000	0	0	1746000	0	0	3334000	11388000	12011000	7088000	14722000	564000	2250000	2815000	897000	19815000	6526000	0	0	2814000	8154000	TRUE							
135854	4899000	0	3432000	15774000	0	35441000	0	0	9248000	0	36071000	0	2873000		11435000	4270000	458000	32009000	33198000	0	0	0	7723000	7538000	3134000	11859000	5872000	1252000	14993000	0	722000	2537000	1525000	10682000	4784000	7538000	0	722000	1920000	TRUE							
136048	12520000	0	3196000	7919000	0	20405000	0	0	3000000	0	55445000	0	6744000		14918000	6962000	3601000	17209000	48701000	0	0	0	0	0	1831000	14763000	11149000	1516000	16594000	0	5836000	868000	0	14341000	6704000	0	3000000	5836000	3915000	TRUE							
136338	44867000	0	43618000	119626000	0	175627000	0	0	20009000	0	128406000	0	8773000		17028000	18397000	5470000	132009000	119398000	0	235000	2077000	20009000	0	6524000	29782000	17193000	135000	36306000	3911000	5071000	2527000	0	36606000	11509000	0	0	8982000	0	TRUE							
136459	2685000	0	323000	3508000	0	8536000	0	0	0	0	35423000	0	20164000		4716000	3207000	2550000	8213000	15259000	0	0	1584000	0	0	2642000	8570000	2558000	0	11212000	14700000	1061000	0	0	9054000	15761000	0	0	15761000	0	FALSE							
136655	8704000	0	6010000	11763000	0	25357000	0	0	0	0	36632000	0	5112000		15491000	4593000	3574000	19347000	31520000	0	0	767000	0	0	5921000	6059000	7678000	1298000	11980000	600000	0	1779000	0	5465000	2379000	0	0	600000	0	FALSE							
137205	475620000	0	51450000	302909000	0	302914000	0	0	60243000	0	921947000	0	114641000		113735000	199371000	67659000	244347000	802417000	7117000	4889000	8345000	60243000	60243000	30903000	67035000	58203000	29694000	97938000	21133000	18144000	16888000	4956000	72100000	61121000	286448000	0	39277000	0	TRUE	4368000	16085000	54207000	70017000	237344000	204794000	
137447	41316000	0	31545000	48175000	0	147782000	0	0	0	0	135365000	0	25769000		34312000	30521000	6633000	116143000	109596000	94000	0	923000	0	0	8743000	21324000	18772000	4499000	30067000	3484000	3786000	2920000	0	19026000	10190000	0	0	7270000	0	TRUE							
137456	15209000	0	11271000	24350000	0	58579000	0	0	8506000	0	64597000	0	2370000		13381000	440000	5798000	47308000	62227000	0	0	3418000	5160000	5160000	11182000	21370000	4332000	0	22289000	6158000	3438000	2468000	0	23503000	12064000	3346000	0	9332000	0	TRUE							
137559	20928000	0	2570000	18231000	0	28941000	0	0	10617000	0	76285000	0	4554000		25648000	3563000	8533000	26371000	71731000	0	0	3431000	10617000	4985000	10830000	18563000	17544000	210000	29393000	1728000	1645000	1275000	0	21499000	4648000	0	0	3373000	0	TRUE							
137643	13062000	0	5976000	20214000	0	42070000	0	0	0	0	68959000	0	6137000		13158000	33134000	6482000	36094000	62822000	0	0	391000	0	0	2733000	10457000	5718000	224000	13190000	1438000	2193000	0	0	5974000	3631000	0	0	3631000	0	FALSE							
137652	427000	0	0	263374000	0	266823000	0	0	0	0	10588000	0	0		514000	8218000	0	266823000	10588000	0	0	0	0	0	37000	650000	328000	610000	687000	0	0	0	319000	1110000	319000	0	0	0	0	TRUE							
137915	3723826000	2000	44000	64311000	0	65054000	0	0	4416000	0	4237093000	0	0		230419000	51604000	25522000	65008000	4237093000	0	0	8077000	4416000	0	230156000	108842000	34633000	22457000	338997000	47154000	10905000	4053000	3464000	165668000	65576000	0	0	58058000	0	TRUE	6383000	7092000	51604000	0	3700314000	23512000	
138051	15431000	0	1306000	14065000	0	20524000	0	0	0	0	104974000	0	29529000		28160000	25268000	4869000	19218000	75445000	0	0	0	0	0	10712000	27995000	135000	0	38707000	8828000	13604000	3000000	0	10682000	25432000	0	0	22432000	0	FALSE							
138257	2379000	15000	8855000	29682000	0	36247000	0	0	0	0	16192000	0	4498000		2461000	0	0	27377000	11694000	0	0	0	0	0	2917000	5563000	0	0	8480000	3201000	2132000	0	0	6019000	5333000	0	0	5333000	0	TRUE							
138556	7753000	0	7607000	24259000	0	40946000	0	0	0	0	37113000	0	2994000		10938000	4807000	3910000	33339000	34119000	0	0	1030000	0	0	4463000	14705000	1100000	36000	19168000	257000	3550000	440000	0	9368000	4247000	0	0	3807000	0	TRUE							
139133	10738000	0	6494000	32264000	0	63400000	0	0	0	0	90403000	0	12923000		19872000	27045000	5406000	56906000	77480000	0	0	2583000	0	0	6180000	28011000	9253000	1665000	33815000	614000	3965000	2671000	259000	25238000	7509000	0	0	4579000	9573000	TRUE							
139478	156576000	1000	0	16692000	0	46430000	0	0	0	0	556663000	0	6040000		129904000	207631000	51608000	46380000	550623000	49000	0	11229000	0	0	7971000	67124000	88270000	13761000	74994000	0	7192000	6560000	1579000	47222000	15331000	0	0	7192000	0	TRUE							
139553	448190000	166000	28872000	40623000	0	113455000	0	0	88143000	0	935242000	0	145313000		100253000	185340000	18233000	80197000	709760000	4220000	80169000	7187000	88143000	79096000	96311000	125110000	40883000	2400000	221180000	4515000	25399000	6775000	320000	164450000	37009000	25008000	0	29914000	72830000	TRUE	10427000	17332000	93141000	84503000	182500000	160116000	
139656	1116018000	0	68441000	129537000	0	276510000	0	0	44510000	0	2912734000	0	658848000		322378000	803357000	96630000	205125000	2202463000	2944000	51423000	38216000	17413000	17413000	121639000	315379000	183909000	34351000	437018000	83973000	156421000	93134000	4553000	332900000	338081000	70091000	27097000	240394000	21472000	TRUE	47289000	28684000	0	803357000	278347000	837671000	
139740	636404000	4551000	34537000	109817000	0	174834000	0	0	194678000	0	1794962000	0	442894000		41076000	864938000	26250000	130592000	1344584000	5154000	7484000	5442000	119678000	111048000	27375000	109542000	25538000	6961000	136917000	69115000	51076000	2847000	1166000	128340000	124204000	438807000	75000000	120191000	0	TRUE	6023000	22343000	99202000	486490000	274067000	357918000	
139834	6436000	0	223000	6455000	0	12378000	0	0	992000	0	32518000	0	3363000		8280000	2596000	2710000	12155000	25232000	0	3923000	665000	496000	248000	5947000	13388000	2513000	30000	19335000	0	839000	769000	0	13598000	1608000	0	496000	839000	3923000	TRUE							
139843	853028000	0	21255000	87502000	0	144413000	0	0	62141000	0	1332802000	0	232371000		229786000	88148000	32945000	123158000	1100431000	0	0	11775000	62141000	30278000	60798000	145651000	92929000	40724000	206448000	6789000	28407000	14545000	1785000	110314000	51526000	1616000	0	35196000	0	TRUE	31491000	28669000	47206000	40942000	672378000	180650000	
139955	7137000	0	6327000	12667000	0	32412000	0	0	0	0	49523000	0	8191000		15423000	11050000	1346000	26085000	41332000	0	0	152000	0	0	983000	8084000	13406000	739000	9067000	1633000	3411000	3082000	0	7788000	8126000	0	0	5044000	0	FALSE							
140018	159599000	0	62199000	117043000	0	206219000	0	0	5873000	0	1112219000	0	125891000		130994000	721630000	30698000	143341000	983921000	679000	2407000	6945000	3324000	2506000	37667000	80024000	59488000	25898000	116848000	4655000	12140000	9435000	1682000	72084000	27912000	44890000	2049000	16295000	0	TRUE	4641000	18971000	423329000	174532000	153407000	4962000	
140157	30833000	0	9158000	49085000	0	93766000	0	0	0	0	112317000	0	15834000		34920000	32124000	9967000	84608000	96483000	0	0	1712000	0	0	7372000	13316000	15034000	8433000	16303000	877000	1510000	2817000	0	9235000	5204000	0	0	2387000	0	TRUE							
